ticket_id,customer_id,date_created,category,subcategory,priority,issue_description,resolution,resolution_time_hours,customer_satisfaction,agent_id
JIO-T1115,CUST-3678,2025-04-28,Billing,Senior Citizen Discount,Low,"I'm a senior citizen (68 years old). Does Jio offer any special plans or discounts?","Yes, we offer a Senior Citizen Benefit Program for customers above 60 years. Benefits include: 1) 15% discount on all regular plans, 2) Priority customer service with dedicated support line, 3) Free home delivery of SIM cards and bill collection, 4) Simplified MyJio app interface option. To enroll, please submit age proof (Aadhaar/PAN/Passport) through the MyJio app or at any Jio Store. We've temporarily added the senior citizen flag to your account based on your statement, giving you immediate access to priority support. Once age verification is complete within 7 days, all benefits will be permanently applied to your account, including retroactive discounts on your current plan.",0.9,5,AG-120
JIO-T1116,CUST-7325,2025-04-29,Account,International Student,High,"I'm going for studies abroad for 2 years. What's the best way to maintain my Jio number?","For long-term international study, we recommend: 1) Convert to our 'International Student Pack' which maintains your number for ₹1299/year with minimal services (incoming SMS only), 2) Enable international roaming before departure for temporary usage abroad, 3) Link your number to JioCall app which allows you to receive calls on your Jio number through internet while abroad (data charges apply). Since you'll be away for 2 years, we've applied a special retention flag to your account to prevent automated deactivation even with minimal usage. We've also provided a 50% discount on the international student pack (₹649/year) under our education support initiative. You can reactivate full services instantly upon your return through the MyJio app.",1.3,5,AG-124
JIO-T1117,CUST-1896,2025-04-30,Data Services,IPTV Configuration,Medium,"My JioFiber TV service shows pixelation and freezing during evening hours only","This pattern of evening-only degradation suggests bandwidth contention during peak usage hours. Our diagnostics confirm your optical signal strength is excellent, but your home network configuration is causing buffering. We've applied these fixes: 1) Prioritized your Set-Top Box traffic through QoS settings in your router, 2) Switched your TV stream to a more efficient codec that requires less bandwidth without quality loss, 3) Assigned your entertainment devices to a dedicated network band to reduce interference. These changes have been applied remotely to your router. Please restart your Set-Top Box to apply the changes. If the issue persists, we may need to upgrade your router to our dual-core processor model which handles multiple HD streams more efficiently.",1.5,4,AG-137
JIO-T1118,CUST-5542,2025-05-01,Network,Village Connectivity,High,"I live in a remote village where Jio signal is available only at certain spots","For rural connectivity challenges, we're implementing these solutions: 1) We've added your village to our Rural Expansion Priority list (typically 60-90 days for new tower installation), 2) In the meantime, we're offering a complimentary high-gain external antenna (normally ₹1999) that can be mounted at the highest point of your home and connected to a JioFi device to create a Wi-Fi zone, 3) We've configured your account for the 'Rural Connect' feature that maintains connections at lower signal strengths. Our network team has also optimized the nearest tower's azimuth to better cover your location. A Jio Rural Connect specialist will call you within 48 hours to arrange for the antenna installation and conduct a premises survey for optimal positioning.",2.7,5,AG-153
JIO-T1119,CUST-8018,2025-05-02,Technical,Device Compatibility Check,Low,"I'm planning to import a phone from Europe. Will it work with Jio's network?","Based on the device specifications you provided (OnePlus 12R, European variant), we can confirm compatibility with Jio's network with some considerations: 1) The device supports our primary LTE bands (3, 5, 40) and 5G bands (n78, n258), 2) VoLTE is supported which is essential for voice calls on our network, 3) The device is carrier-unlocked according to your details. However, please note that some European variants have region-locked firmware that may affect certain features like carrier aggregation and VoWiFi. For optimal performance, ensure the device has the latest global firmware installed. If you encounter any issues after importing, our device compatibility team can provide custom APN settings for your specific model variant.",0.8,5,AG-129
JIO-T1120,CUST-4371,2025-05-03,Billing,Shared Data Plan,Medium,"Can I share my data plan with my spouse without getting a new connection?","Yes, you can share your data plan through our 'JioTogether' feature without requiring a new connection. Options include: 1) Data Sharing: Link your spouse's existing Jio number to your account and allocate a portion of your data quota (you have 2GB/day, and can share up to 50%), 2) Family Plan Conversion: Convert both numbers to a family plan with shared benefits at a lower combined cost. Based on the combined usage patterns you've shared, the Family Plan would save you approximately ₹250 monthly. To activate data sharing, both account holders need to provide consent via OTP verification. We can set this up immediately, and the sharing configuration can be modified anytime through the MyJio app under the 'Manage Connections' section.",1.1,5,AG-115
JIO-T1121,CUST-7963,2025-05-04,Account,Deceased Customer,High,"My father passed away recently. How do I close his Jio account and settle any pending dues?","We're sorry for your loss. For account closure due to customer's demise, we have a simplified process: 1) Submit death certificate copy and your ID proof as next of kin (this can be done online through our dedicated portal or at any Jio Store), 2) Any outstanding balance will be waived as per our bereavement policy, 3) If the number needs to be transferred to a family member rather than closed, we can facilitate that with minimal documentation. We've immediately suspended all recurring charges on the account. The security deposit and any advance rental will be refunded to the registered bank account within 14 working days after verification. A customer relations executive will contact you within 24 hours to provide personal assistance throughout this process.",1.0,5,AG-111
JIO-T1122,CUST-2741,2025-05-05,Data Services,Media Streaming Quality,Low,"Why does Netflix buffer on my JioFiber connection despite having a 300Mbps plan?","After running diagnostics on your connection, we found that while your download speed tests show 290-310Mbps consistently, there's a DNS resolution delay affecting streaming services specifically. We've implemented these fixes: 1) Switched your router's DNS to our optimized streaming servers, 2) Applied traffic shaping to prioritize streaming traffic during peak hours, 3) Configured your router to optimize for consistent throughput rather than peak speeds. Additionally, we recommend connecting your streaming device (noted as Amazon Fire Stick from your account) via the 5GHz Wi-Fi band rather than 2.4GHz for better performance. The changes we've made remotely should take effect immediately after you restart your router.",0.7,5,AG-127
JIO-T1123,CUST-6139,2025-05-06,Network,Tower Maintenance Information,Medium,"There's been poor connectivity in my area for the past two days. Is there any maintenance work happening?","Yes, there is scheduled maintenance happening on tower JMH-4572 which serves your area. This is part of our 5G equipment upgrade program. The work began on May 4th and is scheduled to complete by end of day today (May 6th). During this period, we've activated temporary coverage from neighboring towers, but this may result in reduced signal strength or occasional drops. We apologize for not sending you a prior notification, which is our standard practice for planned maintenance. As compensation, we've added 2GB of complimentary data to your account valid for 7 days. You should see normal service resume by 8 PM today after final testing is complete.",1.2,4,AG-144
JIO-T1124,CUST-9852,2025-05-07,Technical,Router Configuration,Medium,"I need to configure port forwarding on my JioFiber router for my gaming console","We can help configure port forwarding for your gaming console (Xbox Series X as per your details). There are two methods: 1) Through MyJio app: Navigate to JioFiber > Your Connection > Router Settings > Port Forwarding and add the required ports (for Xbox: TCP 3074 and UDP 3074, 88, 500, 3544, 4500), 2) We can configure this remotely for you with your permission. We've temporarily enabled remote management of your router to apply these settings. Additionally, we recommend setting a static IP for your gaming console within your local network to prevent the port forwarding rules from breaking after router reboots. These changes should improve your gaming connectivity with reduced latency and NAT issues.",1.3,5,AG-140
JIO-T1125,CUST-3527,2025-05-08,Billing,Payment Method Update,Low,"My credit card expired. How do I update payment details for auto-pay?","We've disabled the auto-pay linked to your expired credit card (ending 7890) to prevent failed payment attempts. To update your payment method: 1) Go to MyJio app > Payments > Manage Auto-pay, 2) Remove the expired card and add your new card or alternative payment method, 3) Confirm with OTP verification. For this month's bill (due in 5 days), you'll need to make a manual payment while setting up the new auto-pay. As a precaution, we've extended your payment due date by 5 days to give you time to update the details without service interruption. We've also noted in our system not to charge any late payment fees if paid within this extended timeframe.",0.6,5,AG-122
JIO-T1126,CUST-7714,2025-05-09,Account,Identity Verification,High,"I received a notification that my KYC documents need reverification. Is this legitimate?","Yes, this is a legitimate request from Jio. Under recent TRAI regulations, telecom providers are required to periodically reverify certain accounts, and yours was randomly selected in this compliance batch. You have three verification options: 1) Digital verification through Aadhaar OTP (simplest method) through the MyJio app, 2) Video KYC through our secure portal (appointment scheduling available), 3) Physical verification at any Jio Store. This needs to be completed within 30 days (by June 8, 2025). There's no charge for this process. We've added a 15-day buffer period to your account to ensure no service disruption even if verification extends beyond the deadline.",1.4,4,AG-146
JIO-T1127,CUST-1478,2025-05-10,Data Services,Content Download,Medium,"Downloaded movies from JioCinema keep disappearing from my app after a few days","This happens because downloaded content on JioCinema has preset expiration timeframes: 1) Movies expire 48 hours after you start watching them, 2) Unwatched downloads expire after 7 days, 3) Some premium content has variable expiration based on licensing agreements. Your app settings were configured to auto-delete watched content, which we've now changed to 'Keep until manually deleted'. Note that storage limitation on your device (showing only 2GB free space) may also be causing the app to automatically remove older downloads. We recommend connecting to Wi-Fi before watching to enable adaptive streaming instead of relying on downloads if storage is limited.",0.9,4,AG-131
JIO-T1128,CUST-5962,2025-05-11,Network,Signal Booster Installation,High,"I purchased a Jio Signal Booster but the installation team hasn't contacted me yet","We apologize for this delay. Your Signal Booster purchase (order #JB578923) was completed on May 5th with installation scheduled for May 9th, but there was a miscommunication with our installation team. We've expedited your request and scheduled installation for today between 4-6 PM. The technician (Mr. Rajesh, ID: JST-4572) will call you 30 minutes before arrival. As compensation for this delay, we're offering a 50% refund on the device cost (₹1250 will be credited to your Jio account within 24 hours). The signal booster comes with a 1-year warranty, and we've extended this to 18 months for your purchase due to the installation delay.",1.1,4,AG-148
JIO-T1129,CUST-8349,2025-05-12,Technical,Multi-device Setup,Low,"How do I use my Jio number on multiple devices simultaneously?","You can use your Jio number across multiple devices through: 1) JioCall app - Install on secondary devices (tablets, laptops) to make/receive calls and SMS using your Jio number over Wi-Fi or mobile data, 2) eSIM+physical SIM combination - For supported devices, you can have both active simultaneously (requires eSIM activation, which we can initiate remotely), 3) Call forwarding to set up simultaneous ringing across devices. Based on your device ecosystem (Apple), we recommend using the Apple Continuity feature in conjunction with JioCall app for seamless integration. We've enabled the multi-device feature on your account at no extra cost, and you can link up to 5 devices to your primary number.",0.8,5,AG-125
JIO-T1130,CUST-4813,2025-05-13,Billing,Custom Billing Group,Medium,"I manage phone bills for my entire family (5 connections). Can I receive a single consolidated bill?","We've set up a Custom Billing Group for your 5 connected numbers as requested. Benefits include: 1) Single consolidated bill with itemized usage for each number, 2) One-click payment for all connections, 3) Ability to set spending limits for individual numbers, 4) Simplified GST input credit if required for business purposes. The primary account holder (you) will receive the consolidated bill on the 3rd of each month, and you can distribute individual breakdowns to family members through the MyJio app. This arrangement doesn't change any individual plans or benefits but simply centralizes the billing process. The first consolidated bill will be generated next month. You can add or remove numbers from this group anytime through the Family & Friends section of the MyJio app.",1.0,5,AG-133
JIO-T1131,CUST-7296,2025-05-14,Account,Student Verification,Low,"I want to apply for the student discount on my Jio connection","To activate the Student Benefit Program (15% discount on all plans), please submit: 1) Your valid student ID from a recognized educational institution, 2) Current semester enrollment proof or fee receipt, 3) Age proof (for verification that you're between 16-25 years). You can upload these documents through MyJio app > Profile > Student Verification or visit any Jio Store for instant verification. Once verified, the discount applies automatically to your next recharge or billing cycle. The student status remains active for 6 months, after which re-verification is required. Based on the institution details you've shared (Mumbai University), you're also eligible for additional benefits including extra 10GB monthly data and free access to JioStudy educational content.",0.9,5,AG-119
JIO-T1134,CUST-3874,2025-05-15,Technical,Mobile Data,High,"My 4G data is extremely slow since morning, only showing E instead of 4G symbol","We've diagnosed the issue with your connection. Your device is currently operating on EDGE (E) network instead of 4G due to an incorrect APN configuration that was pushed during last night's system update. Please go to Settings > Mobile Network > Access Point Names and ensure the APN is set to 'jionet'. Additionally, we recommend temporarily enabling Airplane mode for 30 seconds and then disabling it to refresh your network connection. Our diagnostics show strong 4G signal availability at your location (Malad West). If the issue persists after these steps, we'll need to reset your network profile from our end, which requires a 5-minute service interruption. Please let us know when would be convenient for this reset.",0.8,4,AG-112
JIO-T1135,CUST-7158,2025-05-18,Account,Port-In Request,Medium,"I want to switch my Airtel number to Jio while keeping the same number. What's the process?","To port your Airtel number to Jio while keeping the same number, text 'PORT' followed by your number to 1900 from your current Airtel connection to generate a Unique Porting Code (UPC). Once received, visit any Jio Store with your UPC, ID proof, address proof, and a passport-sized photograph for biometric verification. The entire porting process typically takes 3-5 business days. Since you're porting from Airtel, you qualify for our 'Welcome Offer' providing an additional 1.5GB data per day for 84 days and 100% cashback (up to Rs.100) on your first recharge through JioMart. Based on your usage pattern with Airtel (approximate 1.2GB daily and 250 minutes calling), we recommend our Rs.349 plan. Note that any remaining balance or benefits with your current operator will not transfer.",1.0,4,AG-152
JIO-T1136,CUST-4019,2025-05-17,Billing,Auto-Debit,Low,"I want to set up automatic payment for my monthly bill from my bank account","We've set up auto-debit for your monthly Jio bill from your HDFC Bank account ending in ****7843 as requested. The auto-debit will trigger 3 days before your bill due date (currently the 9th of each month). Features activated: 1) SMS alert 24 hours before debit, 2) Email receipt upon successful payment, 3) One-click cancellation through MyJio app if needed, and 4) Auto-retry in case of initial failure. Your first automatic payment will process on June 6th for your upcoming bill. You've also qualified for our 'Digital Payment Reward' program, which provides a monthly reward of 2GB additional data for using automatic payment methods. We recommend keeping a minimum balance of Rs.1000 in your linked account around your payment date to avoid any transaction failures.",0.9,3,AG-137
JIO-T1137,CUST-7320,2025-05-21,Technical,Network Speed,High,"My 5G speeds have suddenly dropped drastically in the last 2 days","We've investigated your reported 5G speed degradation and confirmed a significant drop from your usual 300+ Mbps to current 45-60 Mbps. This is due to scheduled network upgrades in your location (Gurugram Sector 29) as we deploy advanced 5G+ infrastructure. The maintenance window is scheduled to complete by May 23rd at 11PM. In the meantime, we've optimized your connection to prioritize stability over peak speeds and have temporarily boosted your 4G fallback speeds to 100Mbps (normally 75Mbps). Once upgrades complete, you should experience improved speeds of 400-500Mbps consistently. We've added our enhanced 'True Unlimited' data benefit to your account for 7 days (no fair usage policy limits) as compensation for the temporary inconvenience. If speeds don't improve after May 23rd, please contact us for priority troubleshooting.",0.7,5,AG-116
JIO-T1138,CUST-9183,2025-05-20,Account,Plan Recommendation,Low,"I use my connection mainly for streaming videos. Which plan would be best for me?","Based on your current usage patterns (average 2.3GB daily, primarily for video streaming) and preference for buffer-free HD content, we recommend our 'Digital Entertainment Plus' plan at Rs.499/month. This plan includes: 1) 2.5GB data per day (75GB monthly) with rollover of unused data, 2) Unlimited voice calls, 3) Free subscription to JioCinema Premium and 10 OTT apps including Disney+ Hotstar, 4) Data-free streaming on select apps between 12AM-6AM, and 5) Enhanced video streaming quality without compression. The plan also features 'Smart Throttling Protection' which prevents automatic quality reduction during network congestion hours. As you typically stream 3-4 hours daily according to your usage history, this plan offers the optimal balance of data allocation and streaming benefits compared to your current Rs.399 plan which doesn't include OTT subscriptions.",1.0,4,AG-147
JIO-T1139,CUST-6507,2025-05-20,Technical,Voice Call Quality,High,"There's a constant echo when I make calls, people can't hear me clearly","Our technical team has diagnosed the echo issue you're experiencing during calls. The problem stems from a network parameter mismatch between your device (iPhone 13) and our recently upgraded VoLTE infrastructure in your area (Pune Central). We've remotely adjusted your device's network profile which should resolve the echo immediately. Please restart your phone to apply these changes. If the issue persists after restart, try these steps: 1) Temporarily disable WiFi calling, 2) Update your carrier settings (Settings > General > About), and 3) Test in different locations to rule out location-specific interference. Our diagnostic logs show this issue affected approximately 3% of iPhone users in your area following our network upgrade last week. As a service recovery measure, we've credited 100 minutes of ISD calling to your account valid for 30 days.",0.8,5,AG-115
JIO-T1140,CUST-1892,2025-05-22,Account,Number Change,Low,"I'm getting too many spam calls on my current number. Can I get a new number?","We've approved your request for a new mobile number due to spam call concerns. You have three options: 1) Select from our curated list of available numbers (we've identified five premium numbers based on your preference for easy-to-remember sequences), 2) Visit any Jio Store to browse the full number inventory, or 3) Use our 'Number Selector' tool in the MyJio app to search for specific patterns. The transition will be completed within 4 hours of selection, during which you'll experience a brief service interruption (~15 minutes). Your current plan, balance, and validity will remain unchanged. We'll automatically notify your frequently contacted numbers (optional) and forward calls from your old number for 30 days with an announcement about your new number. There's a one-time processing fee of Rs.199, which we've waived as you've been a customer for over 2 years.",1.0,3,AG-153
JIO-T1141,CUST-5136,2025-05-21,Billing,Plan Upgrade,Medium,"I want to upgrade from my current Rs.249 plan to something with more data","We've reviewed your current usage and recommend upgrading to our Rs.399 'Digital Freedom' plan based on your consumption patterns. This plan provides: 1) 2GB daily data (compared to your current 1.5GB), 2) Unlimited calls across all networks, 3) 100 SMS/day, and 4) Complimentary subscription to JioTV and JioCinema. Since you've been a loyal customer for over 18 months, we can offer a special upgrade discount of 15% for the first 3 months, making it Rs.339/month initially. Your current plan expires in 9 days, but we can process the upgrade immediately with prorated benefits for the remaining period. Your unused data balance (4.3GB) will transfer to the new plan. The upgrade can be completed through the MyJio app or by replying 'UPGRADE399' to 199. Based on your typical monthly usage of 1.7GB/day, this plan should eliminate the additional data packs you've been purchasing.",0.9,3,AG-139
JIO-T1142,CUST-8421,2025-05-19,Account,Family Add-On,Low,"How can I add my daughter's new phone to my existing family plan?","We've processed your request to add a new connection to your Family Plan. Since you already have 3 connections under your primary account, this 4th connection for your daughter qualifies for our 'Family Plus' discount of 20% on the monthly plan. To complete the addition: 1) Visit any Jio Store with your ID proof and relationship proof (birth certificate or any government document showing relationship), 2) Complete the biometric verification for the primary account holder (you), and 3) Select a plan for the new connection. Alternatively, you can use the 'Add Family Member' feature in the MyJio app and complete eKYC online if your daughter is above 18. The new connection can share the pooled data benefit (currently 40GB/month) of your Family Plan, and will be billed together with your existing connections.",1.0,3,AG-142
JIO-T1143,CUST-3642,2025-05-19,Billing,Refund Request,Medium,"I was charged twice for my last recharge of Rs.599. Need one transaction refunded.","We've confirmed the duplicate charge of Rs.599 on May 15th (transaction IDs: JIO87651243 and JIO87651257) due to a payment gateway timeout issue that caused you to attempt the recharge twice. The refund of Rs.599 has been processed to your original payment method (ICICI Credit Card ending in ***4872). The refund typically takes 2-5 business days to reflect in your account depending on your bank's processing time. We've also added a one-time compensation of 1GB data to your account for the inconvenience. To avoid similar issues in the future, please wait for the confirmation message before attempting another transaction if the payment page seems unresponsive. You can track the refund status under 'Transaction History' in the MyJio app.",1.0,4,AG-129
JIO-T1144,CUST-4823,2025-05-23,Network,Network Congestion,High,"I'm experiencing extremely slow data speeds during peak hours (6-9pm) in Koramangala, Bangalore","Our network analytics confirm congestion on three cell towers serving your area during peak evening hours. This is due to recent infrastructure work that has temporarily reduced capacity by 35%. We've prioritized your connection for the next 15 days while our upgrades complete, which should provide improved speeds even during congested periods. We're deploying additional temporary micro-cells this weekend that will specifically enhance coverage in your locality. Current network utilization in your area peaks at 92% between 7:30-8:45pm, resulting in average speed reductions from 18Mbps to 6Mbps. As compensation, we've added our 'Priority Data' feature to your account at no charge for 30 days, which ensures your connection receives bandwidth priority during congested periods. The permanent infrastructure upgrade completing on June 5th will increase overall capacity by 60%.",0.8,5,AG-117
JIO-T1145,CUST-9385,2025-05-24,Roaming,Unexpected Roaming,Medium,"I was charged roaming fees while traveling to Shimla last weekend, but I thought domestic roaming was free","We've investigated the unexpected roaming charges of Rs.247 on your account during your Shimla trip (May 17-19). The charges occurred because your device connected to a partner network (Airtel) in areas where Jio's direct coverage was limited. While nationwide roaming is indeed free on Jio's network, partner network usage in specific terrain-challenged areas incurs nominal charges. As a goodwill gesture, we've reversed these charges entirely. For future hill station travel, we recommend enabling the 'Jio Network Only' setting in your phone's network selection menu to prevent automatic switching to partner networks. Alternatively, you can activate our 'Himalayan Regions Pack' for Rs.49, which provides 7-day unrestricted roaming across all networks in mountainous regions. We've also added this region to our priority network expansion list based on increasing customer travel patterns.",1.0,4,AG-134
JIO-T1146,CUST-6731,2025-05-24,Network,Speed Fluctuation,High,"My data speed keeps fluctuating dramatically from very fast to extremely slow throughout the day","Our diagnostic tools have identified irregular speed fluctuations on your connection, ranging from 75Mbps to as low as 3Mbps. Analysis of your connection logs reveals this is caused by an unusual pattern of network band switching on your device (iPhone 14 Pro). Your phone is unnecessarily switching between 5G, 4G, and occasionally 3G bands even when signal strength is adequate. We've pushed a carrier profile update to stabilize your connection preferences. Please restart your device to apply this fix. Additionally, we recommend updating to iOS 18.2.1 which addresses known issues with band selection algorithms. The fluctuations are most pronounced between 2-4PM when your device attempts to connect to our 5G mmWave band which has limited indoor penetration at your location. We've optimized your profile to favor consistent 4G+ connectivity over potentially faster but unstable 5G until our network densification project completes in your area next month.",0.8,5,AG-120
JIO-T1147,CUST-2184,2025-05-25,Roaming,Data Roaming Limits,Low,"I'll be traveling to Thailand for a month. Is there a way to control my data usage to avoid huge bills?","For your upcoming Thailand trip, we've activated our 'Travel Data Guardian' feature on your account at no additional cost. This provides: 1) Daily usage alerts when you reach 80% of your chosen limit, 2) Ability to set custom daily spending caps (currently set to Rs.499/day per your request), 3) Auto-switching to economical usage mode when nearing limits, and 4) One-click activation of additional data packs if needed. We recommend our 'Thailand Explorer' pack at Rs.1,199 which includes 3GB data, 100 minutes of local calls, and unlimited incoming for 30 days - a 40% savings over standard roaming rates. The MyJio app will continue to work abroad for real-time monitoring and top-ups. We've added complimentary WhatsApp messaging (capped at 100MB/day) even if your data pack exhausts, ensuring you can always stay connected for essential communications. Your selected roaming pack will activate automatically when you land in Thailand on June 1st.",1.0,3,AG-135
JIO-T1148,CUST-7926,2025-05-25,Network,Rural Coverage,Medium,"I'm relocating to a village in Madhya Pradesh. How can I check if Jio works there before moving?","We've checked your destination village (Pipariya, Madhya Pradesh) in our coverage database. Jio has two towers serving this area providing 4G coverage with average download speeds of 12-15Mbps. As part of our rural expansion program, we're installing a new tower within 1.5km of your specified location next month, which should increase speeds to 25-30Mbps. We've activated our 'Network Guarantee' program for your account, which allows you to cancel service without penalty within 15 days if coverage doesn't meet your needs. Additionally, we can ship a JioFi rural booster device to your new address at a 50% discount (Rs.1,099), which enhances signal strength in challenging areas. Our coverage map and speed test results for your specific village have been sent to your registered email. The nearest Jio service center will be in Hoshangabad (22km from your location), and we offer doorstep service for rural customers if technical support is needed.",0.9,4,AG-122
JIO-T1149,CUST-5047,2025-05-26,Roaming,Cruise Ship Connectivity,Medium,"I'm taking a cruise from Mumbai to Dubai next month. Will my Jio connection work on the ship?","Regarding your upcoming cruise from Mumbai to Dubai (June 10-17), we've checked that your vessel (MSC Bellissima) is equipped with maritime cellular services. Jio has roaming agreements with maritime providers, but please note: 1) Connectivity is available only when the ship is in international waters (12+ nautical miles from shore), 2) Maritime roaming rates are significantly higher than standard international roaming (Rs.30/MB for data, Rs.25/minute for calls), 3) Signal may be intermittent based on weather and ship's position. We recommend activating our 'Maritime Travel Pack' for Rs.999 which includes 1GB data and 30 minutes of calls valid for 7 days, saving approximately 60% over standard maritime rates. When near ports or coastlines, your phone will connect to land-based networks where our standard international roaming packs apply. For continuous connectivity, the ship offers WiFi packages which may be more economical for extended usage. Your account has been flagged for maritime access, so no special activation is required.",0.9,4,AG-136
JIO-T1150,CUST-3486,2025-05-26,Network,Tower Proximity,Low,"There's a mobile tower being installed very close to my apartment. Is this a health hazard?","Regarding the new Jio tower being installed approximately 120 meters from your residential building in Vashi, we want to assure you it meets all safety regulations. The installation complies with Department of Telecommunications guidelines, operating at less than 10% of the radiation limits prescribed by WHO and ICNIRP (International Commission on Non-Ionizing Radiation Protection). All our towers undergo quarterly radiation audits by independent third parties. This particular installation is a 'small cell' design with lower power output than traditional towers, specifically engineered for dense urban environments. The primary benefit for your location will be enhanced indoor coverage and consistent 5G speeds. If you have specific concerns, we can arrange for a radiation measurement at your residence by our technical team at no cost. Scientific consensus from major health organizations indicates no evidence of adverse health effects from mobile towers operating within regulatory limits, which our installations strictly adhere to.",1.0,3,AG-123
JIO-T1151,CUST-8274,2025-05-27,Roaming,Border Area Connectivity,High,"I live near the Nepal border and my phone keeps connecting to Nepalese networks, causing huge charges","We've reviewed your situation regarding unintended cross-border network switching near the Nepal border. Your location (Dharchula, Uttarakhand) is indeed within 3km of the international border, causing occasional automatic connection to Ncell (Nepal) network. To address this immediately: 1) We've applied a Rs.4,789 credit to reverse all international charges from the past 60 days, 2) Activated 'Border Zone Protection' on your account which prevents automatic international roaming, 3) Pushed a network preference update to your device to prioritize Indian networks even at lower signal strength. For a permanent solution, please update your phone's network selection to 'Manual' or 'Jio Only' mode through Settings > Mobile Network > Network Selection. We're also expediting the deployment of a new tower in your area next month which will strengthen our signal coverage by approximately 40%. If you travel frequently in border areas, we recommend our 'Border Resident' plan which includes 100MB daily data and 10 minutes of calls on neighboring country networks at domestic rates.",0.7,5,AG-137
JIO-T1152,CUST-1973,2025-05-27,Network,Weather Impact,Medium,"My network quality deteriorates significantly whenever it rains. Is this normal?","Your observation about network quality degradation during rainfall is correct and not uncommon. Analysis of your connection data shows a 35-45% decrease in signal strength during moderate to heavy rainfall at your location (Kharghar, Navi Mumbai). This occurs because rainfall above certain intensities (particularly >10mm/hour) can absorb and scatter radio signals in the frequency bands used by mobile networks. We've optimized your connection to automatically switch to lower frequency bands during detected rainfall, which should improve reliability at the expense of peak speeds. To further address this: 1) We've prioritized your area for our 'Weather-Resilient Network' upgrade scheduled next month, which includes advanced rain-fade compensation technology, 2) Provided a complimentary 3-month subscription to our JioCloud service to ensure critical data backups continue even during connectivity fluctuations, and 3) Configured your account to receive proactive SMS alerts when heavy rainfall is expected in your area. For immediate improvement, we recommend positioning your device away from windows during rainfall and considering a signal booster for your home.",0.9,4,AG-124
JIO-T1153,CUST-6519,2025-05-28,Roaming,Emergency Roaming,High,"I'm stuck in a remote area with no Jio network, and need urgent connectivity for an emergency","We've activated our 'Emergency Roaming Protocol' on your connection after receiving your urgent request. This enables your device to connect to any available network (Airtel/Vi/BSNL) in your current remote location (Spiti Valley) for the next 72 hours at no additional cost. Our records show your device is currently connected to BSNL network with limited coverage (2G/3G only). To maximize reliability: 1) Keep your phone in a higher elevation if possible, 2) Send text messages rather than calls as they require less signal strength, 3) Configure your phone to '2G Only' mode temporarily as this has better range than 3G/4G in mountainous terrain. We've also notified our network partner in Himachal Pradesh to prioritize any communications from your number. Your emergency contacts (registered in your MyJio app) have been automatically notified of your situation and approximate location. Once you return to a Jio coverage area, your connection will automatically normalize. A Jio representative will personally follow up within 24 hours to confirm your safety.",0.7,5,AG-138
JIO-T1154,CUST-4372,2025-05-28,Network,Network Interference,Medium,"My Jio connection works perfectly everywhere except my office building. Could something be blocking the signal?","Our analysis confirms your Jio connection experiences significant degradation specifically in your office building (Magarpatta City, Pune). Signal mapping shows your signal drops from -65dBm outside the building to -115dBm inside, suggesting structural interference. Modern office buildings often use Low-E (low emissivity) glass and metal structural elements that can block cellular signals. We've dispatched a technical team to conduct a site survey at your office on May 30th (appointment confirmed). Potential solutions include: 1) Installation of a Indoor Signal Booster (Rs.2,499, one-time cost), 2) Implementation of a DAS (Distributed Antenna System) for your entire office floor (typically arranged through your company's facilities management), or 3) A complementary JioFi portable hotspot that can be placed near windows to capture external signal and redistribute it inside. In the meantime, we've optimized your connection profile to use Band 8 (900MHz), which has better building penetration characteristics than the default bands. We've also added unlimited WiFi calling minutes to your account to enable calling over your office WiFi network.",0.8,4,AG-125
JIO-T1155,CUST-7831,2025-05-29,Roaming,Multi-country Travel,Low,"I'll be traveling across multiple European countries next month. What's the best roaming option?","For your upcoming Europe trip covering 5 countries (France, Germany, Italy, Spain, and Switzerland) from June 15-30, we recommend our 'Europe Traveller Plus' pack at Rs.5,999. This includes: 1) 30GB data valid across all 5 countries (approximately 2GB/day based on your travel duration), 2) Unlimited incoming calls, 3) 300 minutes of local calls within these countries, 4) 100 minutes for calls back to India, and 5) 100 SMS. This pack offers seamless connectivity across all countries without needing to activate separate packs. Based on your regular usage patterns, we've calculated this should comfortably cover your needs while saving 35% compared to individual country packs. We've also configured your account for automatic network selection optimization to ensure you connect to our strongest partner network in each location. The pack automatically activates when you first land in Europe and remains active for 15 days. For additional convenience, we've enabled 'Data Rollover' which transfers any unused data to your domestic plan when you return to India (valid for 30 days).",1.0,3,AG-139
